GO_set,Term,Overlap,P.value,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,FDR_allGO
GO_Biological_Process_2021,regulation of cytokine production (GO:0001817),17/150,2.0035985708694167e-7,5.3241078387739144e-5,5.169086599588742,79.72360213270355,IL10;SRGN;ITK;BTN2A2;BTN3A1;SLC11A1;TXK;BTN3A3;BTN3A2;TNFRSF1B;FOXP3;FOXP1;IFNG;CD28;SIRPA;IRF8;CCR7,7.331167170811195e-4
GO_Biological_Process_2021,regulation of inflammatory response (GO:0050727),20/206,2.2397897609886644e-7,5.4557545594748884e-5,4.363874582090901,66.81839798889642,IL10;AKNA;TNFAIP3;IL16;RORA;FPR2;PTGS2;TNFRSF1B;ETS1;FOXP1;CASP5;IFNG;CCL5;PDCD4;SIRPA;NLRP1;JAK2;S100A9;VAMP2;TLR2,8.193150945696535e-4
GO_Biological_Process_2021,positive regulation of T cell activation (GO:0050870),12/75,2.999260802782099e-7,6.7437225588708275e-05,7.650924832743015,114.91482364459186,ZAP70;HLA-DMB;CD40LG;LCK;DOCK8;CCL5;CD28;SIRPA;RHOH;CCR7;PRKCQ;CD3E,0.0010968296755774136
GO_Biological_Process_2021,regulation of T cell proliferation (GO:0042129),12/76,3.48253960789482e-7,7.271045195626114e-5,7.5309917355371905,111.9883613361288,IL10;HLA-DMB;CD40LG;CCL5;CD28;TNFSF8;VSIG4;CD3E;TNFRSF1B;FOXP3;TNFRSF21;IDO1,0.0012732164806463463
GO_Biological_Process_2021,T cell activation (GO:0042110),13/92,4.298356562922927e-7,8.37606415561581e-5,6.618051733626857,97.01973105349158,LMBR1L;ITK;RHOH;CD3G;CD3E;FOXP3;ZAP70;JAML;IRF4;LCK;CD28;CCR7;ADA,0.00157104932374833
GO_Biological_Process_2021,response to interferon-gamma (GO:0034341),12/80,6.182468893910044e-7,1.113655826780053e-4,7.0865337870685465,101.31176545949471,GBP5;CIITA;STAT1;SLC11A1;CCL5;UBD;SIRPA;IRF8;GBP2;GBP1;GBP4;TLR2,0.00225907413383473
GO_Biological_Process_2021,negative regulation of B cell activation (GO:0050869),7/22,6.828429929100744e-7,1.113655826780053e-4,18.59890933878664,264.04873229463107,IL10;BANK1;TNFAIP3;CTLA4;ATM;SAMSN1;TNFRSF21,0.0024944254531005018
GO_Biological_Process_2021,negative regulation of cytokine production (GO:0001818),18/182,6.857955826904192e-7,1.113655826780053e-4,4.440759261149097,63.0263028521728,IL10;SRGN;BTN2A2;SLC11A1;LEF1;NLRC5;TNFAIP3;FOXP3;ADCY7;THBS1;IFNG;TBX21;PDCD4;SIRPA;CCR7;VSIG4;GBP1;TNFRSF21,0.002504525467985411
GO_Biological_Process_2021,inflammatory response (GO:0006954),20/230,1.298889880865712e-6,1.9982395377739348e-4,3.860344137655062,52.32310674294703,CD96;CSF1R;CXCL9;CIITA;SLC11A1;FPR1;LY75;FPR2;FOS;THBS1;CD40LG;LTB4R2;IFNG;CCL5;C3AR1;CCR7;CD14;S100A9;APOL3;TLR2,0.004742246955040714
GO_Biological_Process_2021,Fc-gamma receptor signaling pathway (GO:0038094),11/72,1.5077203511889673e-6,2.2035332932626757e-4,7.229102585769816,96.9054821873188,CYFIP2;FCGR3A;FCER1G;WIPF1;ELMO1;CD3G;FYN;GRB2;PLCG1;CD247;FCGR1A,0.005503179281839731
GO_Biological_Process_2021,Fc receptor mediated stimulatory signaling pathway (GO:0002431),11/74,1.9941844421873264e-6,2.7757148211969313e-4,6.9988872524955,91.86232262735204,CYFIP2;FCGR3A;FCER1G;WIPF1;ELMO1;CD3G;FYN;GRB2;PLCG1;CD247;FCGR1A,0.007276779029541554
GO_Biological_Process_2021,regulation of interleukin-2 production (GO:0032663),9/48,2.3418793605674084e-6,3.111506077699334e-4,9.223661348918023,119.58068151183701,IRF4;TBX21;CD28;TNFAIP3;VSIG4;GBP1;FOXP3;SPTBN1;CARD11,0.008543175907349905
GO_Biological_Process_2021,positive regulation of interleukin-4 production (GO:0032753),6/18,3.2516311439106946e-6,4.132399058109113e-4,19.889795918367348,251.33449817647497,FCER1G;CD40LG;IRF4;CD28;PRKCQ;PRKCZ,0.011858698781842304
GO_Biological_Process_2021,regulation of interleukin-12 production (GO:0032655),9/51,3.977020410819317e-6,4.6799342253176727e-4,8.56350836022294,106.4870351466291,IL10;CD40LG;IFNG;CCR7;IL16;LTB;THBS1;FOXP1;TLR2,0.014500216417847229
GO_Biological_Process_2021,neutrophil degranulation (GO:0043312),30/481,4.002680657986378e-6,4.6799342253176727e-4,2.719707279008022,33.80200772212791,ARHGAP9;CD63;SIGLEC9;FPR1;PTPRJ;FPR2;GNS;ANPEP;FTH1;C3AR1;SIRPA;CD14;LAIR1;CTSB;ATP8B4;FCER1G;SLC11A1;PLAUR;TMC6;KCNAB2;TNFRSF1B;ARHGAP45;DNAJC3;RAB31;PKM;ALDOA;CD68;S100A9;VAMP2;TLR2,0.014589770998360348
GO_Biological_Process_2021,regulation of B cell activation (GO:0050864),7/28,4.166795485910562e-6,4.684439694352528e-4,13.280845262440355,164.52793585870018,IL10;BANK1;FCRL3;TNFAIP3;IKZF3;SAMSN1;ZFP36L2,0.01518380275065809
GO_Biological_Process_2021,neutrophil activation involved in immune response (GO:0002283),30/485,4.717572022032897e-6,5.107208526074873e-4,2.69523180681979,33.05490583814924,ARHGAP9;CD63;SIGLEC9;FPR1;PTPRJ;FPR2;GNS;ANPEP;FTH1;C3AR1;SIRPA;CD14;LAIR1;CTSB;ATP8B4;FCER1G;SLC11A1;PLAUR;TMC6;KCNAB2;TNFRSF1B;ARHGAP45;DNAJC3;RAB31;PKM;ALDOA;CD68;S100A9;VAMP2;TLR2,0.017186114876265843
GO_Biological_Process_2021,neutrophil mediated immunity (GO:0002446),30/488,5.328747950527661e-6,5.562832235497269e-4,2.6771557621305546,32.50708074174792,ARHGAP9;CD63;SIGLEC9;FPR1;PTPRJ;FPR2;GNS;ANPEP;FTH1;C3AR1;SIRPA;CD14;LAIR1;CTSB;ATP8B4;FCER1G;SLC11A1;PLAUR;TMC6;KCNAB2;TNFRSF1B;ARHGAP45;DNAJC3;RAB31;PKM;ALDOA;CD68;S100A9;VAMP2;TLR2,0.019401971287871213
GO_Biological_Process_2021,negative regulation of inflammatory response (GO:0050728),18/212,6.124027044952984e-6,6.128165553741222e-4,3.748220678945779,44.9909822820331,IL10;CD163;GPR15;TNFAIP3;CD3G;RORA;FPR2;TNFRSF1B;ADCY7;FCGR3A;HRH2;SIRPA;FYN;PLCG1;CD247;FCGR1A;PRKACB;GIT1,0.02229145844362886
GO_Biological_Process_2021,T cell differentiation (GO:0030217),8/41,6.289598584065571e-6,6.128165553741222e-4,9.6726279185295585,115.84532424660893,LMBR1L;ZAP70;FCER1G;LCK;TCF7;CD28;RHOH;ZFP36L2,0.022887849247414615
GO_Biological_Process_2021,cellular response to tumor necrosis factor (GO:0071356),17/194,7.271956401140612e-6,6.856751148559358e-4,3.8752933960817617,45.85047644802849,PID1;STAT1;TNFRSF1B;YBX3;ZFP36L2;PSMB9;CD40LG;CCL5;TRAF5;TNFSF8;TNFRSF25;LTB;JAK2;GBP2;GBP1;TNFRSF21;LIMS1,0.026455377387349547
GO_Biological_Process_2021,Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),10/71,9.569955836101284e-6,8.641060164366041e-4,6.558388990082979,75.79452745427486,CYFIP2;FCGR3A;WIPF1;ELMO1;CD3G;FYN;GRB2;PLCG1;CD247;FCGR1A,0.03480592937590037
GO_Biological_Process_2021,negative regulation of immune response (GO:0050777),16/178,9.75555885816214e-6,8.641060164366041e-4,3.979835390946502,45.91804051309067,IL10;CD163;GPR15;TRAFD1;TNFAIP3;CD3G;FOXP3;SAMSN1;ADCY7;FCGR3A;HRH2;FYN;PLCG1;CD247;FCGR1A;PRKACB,0.03547121200827754
GO_Biological_Process_2021,positive regulation of lymphocyte apoptotic process (GO:0070230),4/7,1.2326262337692622e-5,0.0010596960239139864,52.84823848238482,597.3847778175543,IL10;PRELID1;CCL5;IDO1,0.04480596359751268
GO_Biological_Process_2021,regulation of intracellular signal transduction (GO:1902531),27/437,1.4387808135948148e-5,0.0012015875194678982,2.6810442560715586,29.891309250196787,ARHGAP9;DYRK2;RASGRF2;ITSN1;AKAP5;ARHGAP15;STK4;FGD4;AKAP13;LBH;TAGAP;GNA12;PIP4K2A;GBP1;BRPF1;ARAP2;RHOH;PPP2R5C;VEGFA;ARHGAP45;DDIT4;TRAF5;ARHGEF3;MAPKAPK5;MDM4;ATM;ATR,0.05228529476603557
GO_Biological_Process_2021,regulation of interferon-gamma-mediated signaling pathway (GO:0060334),6/23,1.5911148072722212e-5,0.0012856616589503353,14.03625450180072,155.079425329607,IFNG;STAT1;IFNGR2;TXK;NLRC5;JAK2,0.0578052009481998
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),50/1079,1.6274198214561206e-5,0.0012856616589503353,2.01281665773292,22.193174838198026,PID1;BTG1;RORA;CD3E;ETS1;YBX3;SLC8A1;AFF1;ZNF280D;CDH1;SIRPA;SLC39A8;KAT7;MYBL1;IL10;BTN3A1;SLC11A1;RHOH;BTN3A3;ANK3;BTN3A2;FOXP3;RUNX3;FOXP1;RBL2;IFNG;ERP29;PRKCQ;TLR2;TXK;TCF7;LEF1;TTN;ZNF827;NFIL3;ZNF507;TBX21;MBNL3;RBM38;SMAD3;BTN2A2;SMARCA2;WARS1;VEGFA;MAFB;ZNF737;CD28;ATM;LIMS1;TNRC6B,0.0591078879152863
GO_Cellular_Component_2021,secretory granule membrane (GO:0030667),21/274,5.3141160667927976e-6,0.0013550995970321633,3.364019138755981,40.85649641881716,CD63;ATP8B4;SIGLEC9;FCER1G;SLC11A1;FPR1;PLAUR;PTPRJ;FPR2;TMC6;KCNAB2;TNFRSF1B;RAB31;ANPEP;C3AR1;SIRPA;CD14;CD68;VAMP2;LAIR1;TLR2,0.019354010715259367
GO_Biological_Process_2021,regulation of T cell activation (GO:0050863),8/47,1.8168588348165935e-5,0.0013975469405707638,8.182009247583018,89.31331048364096,PRELID1;LCK;CCL5;TBX21;SIRPA;PRKCQ;TNFSF8;TNFRSF1B,0.06597014429219052
GO_Biological_Process_2021,apoptotic process (GO:0006915),18/231,1.9836439976190383e-5,0.0014867157448821664,3.410513288938653,36.92900347677044,CYFIP2;STK4;FOXO1;TGFBR2;CASP5;IFNG;IRF1;DDIT4;ELMO1;PDCD4;FAS;TNFRSF25;CD14;NLRP1;JAK2;OGT;TNFRSF21;TLR2,0.07200627711357109
GO_Biological_Process_2021,response to cytokine (GO:0034097),14/150,2.284273103762006e-5,0.001669232570574086,4.136441298511106,44.20564188882813,CSF1R;CIITA;PID1;SMAD3;STAT1;SLC11A1;LEF1;IL18BP;UBD;ALDH1A2;CCR7;TIMP1;JAK2;PTPN4,0.08287342820448558
GO_Biological_Process_2021,positive regulation of endothelial cell apoptotic process (GO:2000353),5/16,3.20228609347441e-5,0.002282995671030659,18.04573227180152,186.7563751562938,CD40LG;ITGA4;PDCD4;PLCG1;THBS1,0.11614691661031686
GO_Cellular_Component_2021,integral component of plasma membrane (GO:0005887),62/1454,1.9838991289670702e-5,0.0025294713894330146,1.8587848932676518,20.12666501019534,LMBR1L;SIGLEC9;CSF3R;LY75;PTPRJ;CD3G;CD3E;PKD2;SLC8A1;ADGRE2;FCGR3A;C3AR1;CTLA4;SIRPA;SLC39A8;CD96;SLC38A1;FCER1G;FCRL6;IL11RA;FCRL3;IFNGR2;SLC11A1;ATP1B3;KCNAB2;TGFBR3;SLC7A7;LTB4R2;STIM1;TRAF5;TNFRSF25;MS4A1;VAMP2;TNFRSF21;TRABD2A;TLR2;CSF1R;CD63;ADCY7;P2RY8;KLRK1;CALHM2;HRH2;ADGRG5;BTLA;ST3GAL5;FCGR1A;HLA-DQA1;P2RY10;CD163;JAG1;GPR15;NKG7;SORL1;CALHM6;TM9SF2;CD40LG;CD28;TNFSF8;KLRD1;SIGLEC7;GPR18,0.07200627711357109
GO_Biological_Process_2021,regulation of interleukin-1 beta production (GO:0032651),10/83,3.866877343150841e-5,0.002691162493816645,5.47691527143582,55.64807806374335,GBP5;IFNG;PYHIN1;TNFAIP3;SIRPA;CCR7;NLRP1;JAK2;GIT1;FOXP1,0.140174303689218
GO_Biological_Process_2021,regulation of dendritic cell antigen processing and presentation (GO:0002604),4/9,4.265012642438185e-5,0.0027889348188385923,31.70569105691057,319.03789228587306,SLC11A1;CCR7;CD68;THBS1,0.1545640581619598
GO_Biological_Process_2021,negative regulation of lymphocyte proliferation (GO:0050672),7/39,4.2751569555432966e-5,0.0027889348188385923,8.710633946830265,87.62988905996313,IL10;LST1;CTLA4;ATM;VSIG4;FOXP3;TNFRSF21,0.15488893649933363
GO_Biological_Process_2021,lymphocyte differentiation (GO:0030098),10/84,4.293604750179154e-5,0.0027889348188385923,5.4026248470692915,54.32770854450832,LMBR1L;IL10;ZAP70;ITGA4;NFIL3;LCK;RHOH;PTPRJ;KAT7;MS4A1,0.15551436405148897
GO_Biological_Process_2021,positive regulation of phagocytosis (GO:0050766),8/53,4.4957731298271414e-5,0.0028567706214097247,7.088888888888889,70.95827361550683,FCER1G;RAB31;IFNG;SLC11A1;MYO18A;SIRPA;PTPRJ;FPR2,0.1627919450310408
GO_Biological_Process_2021,myeloid leukocyte differentiation (GO:0002573),9/71,6.278427241190506e-5,0.003904647409787202,5.7951248592435585,56.07250362394229,CSF1R;IFNG;UBD;CAMK4;LEF1;CCR7;TGFBR2;FOXP1;VEGFA,0.22721628185868442
GO_Cellular_Component_2021,membrane raft (GO:0045121),14/163,5.745678607149605e-5,0.004883826816077164,3.7730095519229163,36.841466648000974,AKAP5;TNFRSF1B;TGFBR2;ZAP70;STIM1;LCK;PGK1;FAS;FYN;CD14;JAK2;MS4A1;CARD11;TLR2,0.2079935655788157
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),30/566,8.629217963995874e-5,0.005254834189324988,2.278201268336429,21.318887087574954,COL18A1;RIPOR2;BTG1;PDE3B;PTPRJ;PKD2;ETS1;FTH1;SIRPA;JAK2;MYBL1;IL10;BNIP3L;SMAD3;BTN2A2;VPS13C;PPP2R5C;TNFRSF1B;FOXP3;RUNX3;SMARCA2;WARS1;TGFBR3;IRF1;ALDH1A2;PDCD4;MDM4;TGFBI;TNFRSF21;TLR2,0.3122051059373707
GO_Biological_Process_2021,regulation of endothelial cell apoptotic process (GO:2000351),7/44,9.570947560929655e-5,0.005595175944119476,7.531586801525452,69.69875974593113,IL10;CD40LG;ITGA4;PDCD4;TNFAIP3;PLCG1;THBS1,0.3460854638032163
GO_Biological_Process_2021,positive regulation of cell-matrix adhesion (GO:0001954),7/44,9.570947560929655e-5,0.005595175944119476,7.531586801525452,69.69875974593113,PTPRJ;CCR7;CD3E;UTRN;RIN2;VEGFA;LIMS1,0.3460854638032163
GO_Biological_Process_2021,regulation of lymphocyte differentiation (GO:0045619),5/20,1.0470486312037332e-4,0.005921470304972212,13.230821452817379,121.25207695116855,PRELID1;FCRL3;TBX21;IKZF3;ZFP36L2,0.37840337531702917
GO_Biological_Process_2021,regulation of T cell apoptotic process (GO:0070232),4/11,1.0736843180414891e-4,0.005921470304972212,22.644599303135887,206.95452624272608,PRELID1;CCL5;PRKCQ;IDO1,0.38792214410839
GO_Biological_Process_2021,positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770),4/11,1.0736843180414891e-4,0.005921470304972212,22.644599303135887,206.95452624272608,IFNG;NAMPT;JAK2;TLR2,0.38792214410839
GO_Biological_Process_2021,positive thymic T cell selection (GO:0045059),3/5,1.460735887329031e-4,0.007901840982042288,59.33671399594321,524.0262578125579,ZAP70;CD3G;CD3E,0.5274717289145131
GO_Biological_Process_2021,negative regulation of inflammatory response to antigenic stimulus (GO:0002862),12/136,1.488028568630065e-4,0.007901840982042288,3.874966675553186,34.14964823143021,IL10;CD163;FCGR3A;GPR15;HRH2;CD3G;FYN;PLCG1;CD247;FCGR1A;PRKACB;ADCY7,0.5371783132754535
GO_Biological_Process_2021,regulation of MHC class II biosynthetic process (GO:0045346),4/12,1.5790089735276774e-4,0.007901840982042288,19.8130081300813,173.43401770816013,IL10;CIITA;IFNG;JAK2,0.5698643385461387
GO_Biological_Process_2021,negative regulation of B cell proliferation (GO:0030889),4/12,1.5790089735276774e-4,0.007901840982042288,19.8130081300813,173.43401770816013,IL10;CTLA4;ATM;TNFRSF21,0.5698643385461387
GO_Biological_Process_2021,positive regulation of Ras protein signal transduction (GO:0046579),8/63,1.5820522840265797e-4,0.007901840982042288,5.7970193740685545,50.73329593443602,P2RY8;AKAP13;P2RY10;AUTS2;ARHGEF3;GRB2;JAK2;GPR18,0.5704880536199847
GO_Biological_Process_2021,regulation of inflammatory response to antigenic stimulus (GO:0002861),12/137,1.5949661920646425e-4,0.007901840982042288,3.8437685950413223,33.607943940389205,IL10;CD163;FCGR3A;GPR15;HRH2;CD3G;FYN;PLCG1;CD247;FCGR1A;PRKACB;ADCY7,0.5749853122393036
GO_Biological_Process_2021,positive regulation of interleukin-12 production (GO:0032735),6/34,1.6820690843714458e-4,0.008119924203749069,8.517201166180758,74.01716734256196,CD40LG;IFNG;CCR7;IL16;LTB;TLR2,0.606217698007469
GO_Biological_Process_2021,negative regulation of interleukin-2 production (GO:0032703),5/22,1.707042169507152e-4,0.008119924203749069,11.673056187851923,101.27051207784167,TBX21;TNFAIP3;VSIG4;FOXP3;GBP1,0.6150472936734268
GO_Biological_Process_2021,response to lipopolysaccharide (GO:0032496),13/159,1.7223239843737332e-4,0.008119924203749069,3.568649139226864,30.928289587855637,IL10;CXCL9;SLC11A1;TNFAIP3;TNFRSF1B;FOXP1;PDCD4;SIRPA;CD14;JAK2;CD68;S100A9;GIT1,0.6203810991714187
GO_Biological_Process_2021,activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),9/81,1.767604631367987e-4,0.00820112434522004,4.987679671457905,43.09711883945396,SMAD3;CASP5;LCK;ATP2A3;HIP1R;FAS;NLRP1;JAK2;S100A9,0.6365144277556121
GO_Biological_Process_2021,regulation of T cell receptor signaling pathway (GO:0050856),6/35,1.9879543953630892e-4,0.009079360465072359,8.223082336382829,70.08725663146318,TESPA1;LCK;PTPRJ;UBASH3A;GBP1;CARD11,0.7156635823307121
GO_Biological_Process_2021,positive regulation of epithelial cell apoptotic process (GO:1904037),5/23,2.137025733541425e-4,0.0096100403371409,11.02398732744965,93.16289400563706,CD40LG;ITGA4;PDCD4;PLCG1;THBS1,0.7691155615015589
GO_Biological_Process_2021,cardiac cell development (GO:0055006),4/13,2.2361922922843825e-4,0.009612338338745956,17.610659439927733,148.0275570918902,JAG1;SLC8A1;TTN;VEGFA,0.8045819867639208
GO_Biological_Process_2021,regulation of homotypic cell-cell adhesion (GO:0034110),4/13,2.2361922922843825e-4,0.009612338338745956,17.610659439927733,148.0275570918902,CCL5;PLAUR;PRKCQ;ANK3,0.8045819867639208
GO_Biological_Process_2021,lymphocyte mediated immunity (GO:0002449),4/13,2.2361922922843825e-4,0.009612338338745956,17.610659439927733,148.0275570918902,JAG1;BTN3A3;KLRD1;BTN3A2,0.8045819867639208
GO_Cellular_Component_2021,T cell receptor complex (GO:0042101),4/12,1.5790089735276774e-4,0.010066182206238942,19.8130081300813,173.43401770816013,ZAP70;CD3G;CD247;CD3E,0.5698643385461387
GO_Biological_Process_2021,dendritic cell differentiation (GO:0097028),5/24,2.644739775561763e-4,0.011203730962271062,10.443241504984456,86.0289975012245,UBD;CAMK4;IRF8;CCR7;TGFBR2,0.9505194753368976
GO_Cellular_Component_2021,cytoskeleton (GO:0005856),30/600,2.380686400532267e-4,0.012141500642714562,2.138468488818613,17.84113893415445,RIPOR2;DYRK2;WIPF1;EPB41;SPPL2B;BICD1;SYNE2;AKAP13;ABLIM1;CDH1;ATXN7;EPB41L3;CFL1;GBP1;SPTBN1;CARMIL2;SEPTIN1;ANAPC7;AUTS2;ODF3;RHOH;ANK3;PARVB;SEPTIN9;SMARCA2;NISCH;MYO5B;UTRN;ALDOA;S100A9,0.85585676099135
GO_Cellular_Component_2021,alpha-beta T cell receptor complex (GO:0042105),3/6,2.8675997602766693e-4,0.012187298981175845,39.55578093306288,322.65116553805336,CD3G;CD247;CD3E,1
GO_Biological_Process_2021,defense response to protozoan (GO:0042832),4/14,3.069502092461779e-4,0.012461325855924694,15.848780487804879,128.19801196233996,IRF4;SLC11A1;GBP2;GBP4,1
GO_Biological_Process_2021,regulation of nitric-oxide synthase biosynthetic process (GO:0051769),4/14,3.069502092461779e-4,0.012461325855924694,15.848780487804879,128.19801196233996,IFNG;NAMPT;JAK2;TLR2,1
GO_Biological_Process_2021,regulation of response to interferon-gamma (GO:0060330),4/14,3.069502092461779e-4,0.012461325855924694,15.848780487804879,128.19801196233996,IFNG;STAT1;IFNGR2;JAK2,1
GO_Cellular_Component_2021,specific granule membrane (GO:0035579),9/91,4.270144873287123e-4,0.014104530994460986,4.37717233435168,33.96113467448783,ATP8B4;C3AR1;PLAUR;PTPRJ;TMC6;KCNAB2;FPR2;TNFRSF1B;LAIR1,1
GO_Cellular_Component_2021,tertiary granule membrane (GO:0070821),8/73,4.4249509002230547e-4,0.014104530994460986,4.902648171500631,37.86354987240922,ATP8B4;FCER1G;SLC11A1;SIRPA;TMC6;KCNAB2;FPR2;LAIR1,1
GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),17/266,3.715519766518273e-4,0.014781023322052599,2.744464287211476,21.675289858634994,CSF1R;PID1;PLAUR;PRR5L;FPR2;PPP2R5C;STK4;WARS1;VEGFA;TTN;CCND2;IFNG;CCDC88C;ERP29;FAS;SIRPA;FYN,1
GO_Biological_Process_2021,positive regulation of macromolecule biosynthetic process (GO:0010557),11/129,3.74203122077281e-4,0.014781023322052599,3.726122662939018,29.401760067757813,CIITA;DYRK2;IFNG;NAMPT;CD28;NLRC5;KAT7;PASK;JAK2;THBS1;TLR2,1
GO_Biological_Process_2021,regulation of regulatory T cell differentiation (GO:0045589),5/26,3.929111880318749e-4,0.015313058701562273,9.44767723790127,74.08799480617922,CBFB;IFNG;IRF1;CTLA4;FOXP3,1
GO_Biological_Process_2021,regulation of lymphocyte activation (GO:0051249),4/15,4.1039717929074816e-4,0.015579103312556582,14.407243163340725,112.35323095308831,LCK;FCRL3;CCL5;IKZF3,1
GO_Biological_Process_2021,T cell proliferation (GO:0042098),4/15,4.1039717929074816e-4,0.015579103312556582,14.407243163340725,112.35323095308831,LMBR1L;BTN3A1;SLC11A1;DOCK8,1
GO_Biological_Process_2021,regulation of nitric oxide biosynthetic process (GO:0045428),6/40,4.2336975239746827e-4,0.015865510080228202,7.012004801920768,54.4640969646514,SMAD3;IFNG;SIRPA;PKD2;PTGS2;JAK2,1
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),34/742,4.65187751946055e-4,0.017211946822004037,1.953750580869225,14.991263926722578,FCMR;RASGRF2;ITSN1;LEF1;CD3E;STK4;IKZF3;THBS1;FOXO1;FGD4;AKAP13;CCND2;CALHM2;UBD;CFL1;MYO18A;CTLA4;JAK2;CTSB;IL10;BNIP3L;PRELID1;STAT1;HIP1R;PLAUR;VEGFA;DNAJC3;RNF144B;CD40LG;CD28;ARHGEF3;FAS;TNFRSF25;ATM,1
